wrapperType|kind|artistId|collectionId|trackId|artistName|collectionName|trackName|collectionCensoredName|trackCensoredName|collectionArtistId|collectionArtistName|artistViewUrl|collectionViewUrl|trackViewUrl|previewUrl|artworkUrl30|artworkUrl60|artworkUrl100|collectionPrice|trackPrice|releaseDate|collectionExplicitness|trackExplicitness|discCount|discNumber|trackCount|trackNumber|trackTimeMillis|country|currency|primaryGenreName|isStreamable|collectionArtistViewUrl
track|song|7420827|1589791548|1589791562|Ludovico Einaudi|Underwater (Video Edition)|Nobody Knows|Underwater (Video Edition)|Nobody Knows|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/nobody-knows/1589791548?i=1589791562&uo=4|https://music.apple.com/us/album/nobody-knows/1589791548?i=1589791562&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/42/0c/19/420c194c-e06c-07f8-7c07-fbbb6a25fc4d/mzaf_18065554418369758989.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/100x100bb.jpg|11.99|1.29|2022-01-21T12:00:00Z|notExplicit|notExplicit|1|1|12|11|198089|USA|USD|Classical Crossover|True|
track|song|7420827|1442640384|1442640897|Ludovico Einaudi & I Virtuosi Italiani|In a Time Lapse (The Remixes)|Experience|In a Time Lapse (The Remixes)|Experience (Starkey Remix)||Ludovico Einaudi|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/experience-starkey-remix/1442640384?i=1442640897&uo=4|https://music.apple.com/us/album/experience-starkey-remix/1442640384?i=1442640897&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/01/fe/61/01fe616e-71b0-d080-5bab-d981e602ccbc/mzaf_11949637578370464058.plus.aac.p.m4a|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/8d/f2/d7/8df2d7e2-9493-c644-1125-4d2d3bd9c9fb/13UAAIM79794.rgb.jpg/30x30bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/8d/f2/d7/8df2d7e2-9493-c644-1125-4d2d3bd9c9fb/13UAAIM79794.rgb.jpg/60x60bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/8d/f2/d7/8df2d7e2-9493-c644-1125-4d2d3bd9c9fb/13UAAIM79794.rgb.jpg/100x100bb.jpg|6.99|1.29|2013-01-01T12:00:00Z|notExplicit|notExplicit|1|1|7|3|342770|USA|USD|Electronic|True|
track|song|7420827|1440762051|1440762314|Ludovico Einaudi|Una Mattina|Nuvole Nere|Una Mattina|Nuvole Nere|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/nuvole-nere/1440762051?i=1440762314&uo=4|https://music.apple.com/us/album/nuvole-nere/1440762051?i=1440762314&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/ec/00/f1/ec00f180-0ff3-a6cc-e57f-a435fc26c0ba/mzaf_1223045313518736202.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ea/44/86/ea448600-257f-670f-7f06-332e02b42abc/06UMGIM59381.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ea/44/86/ea448600-257f-670f-7f06-332e02b42abc/06UMGIM59381.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ea/44/86/ea448600-257f-670f-7f06-332e02b42abc/06UMGIM59381.rgb.jpg/100x100bb.jpg|11.99|1.29|2004-01-01T12:00:00Z|notExplicit|notExplicit|1|1|13|10|299827|USA|USD|Classical|True|
track|song|7420827|1524493579|1524493593|Ludovico Einaudi & Marco Decimo|Undiscovered|Due Tramonti|Undiscovered|Due Tramonti (Remastered 2020)||Ludovico Einaudi|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/due-tramonti-remastered-2020/1524493579?i=1524493593&uo=4|https://music.apple.com/us/album/due-tramonti-remastered-2020/1524493579?i=1524493593&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/78/a3/f7/78a3f79b-c07c-72cb-c7ac-a0aaa9aee800/mzaf_10396609218809731037.plus.aac.p.m4a|https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/2b/6c/28/2b6c28c7-b568-f578-14c1-6db9cd9f10b4/20UMGIM51140.rgb.jpg/30x30bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/2b/6c/28/2b6c28c7-b568-f578-14c1-6db9cd9f10b4/20UMGIM51140.rgb.jpg/60x60bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/2b/6c/28/2b6c28c7-b568-f578-14c1-6db9cd9f10b4/20UMGIM51140.rgb.jpg/100x100bb.jpg|13.99|1.29|1999-10-22T12:00:00Z|notExplicit|notExplicit|1|1|20|3|295253|USA|USD|Classical|True|
track|song|7420827|1440749051|1440750529|Ludovico Einaudi|Islands - Essential Einaudi|Monday|Islands - Essential Einaudi|Monday|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/monday/1440749051?i=1440750529&uo=4|https://music.apple.com/us/album/monday/1440749051?i=1440750529&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/99/2e/35/992e35f2-2f19-4782-5229-8b1887151ab3/mzaf_5687738212051753297.plus.aac.p.m4a|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/30x30bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/60x60bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/100x100bb.jpg|11.99|1.29|2006-11-07T12:00:00Z|notExplicit|notExplicit|1|1|27|19|355000|USA|USD|Classical|True|
track|song|7420827|1440749051|1440750881|Ludovico Einaudi|Islands - Essential Einaudi|Andare|Islands - Essential Einaudi|Andare|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/andare/1440749051?i=1440750881&uo=4|https://music.apple.com/us/album/andare/1440749051?i=1440750881&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/60/2f/de/602fde29-08fc-abba-14c3-a1f002a5c474/mzaf_2457775281161332390.plus.aac.p.m4a|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/30x30bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/60x60bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/100x100bb.jpg|11.99|1.29|2006-11-07T12:00:00Z|notExplicit|notExplicit|1|1|27|23|417587|USA|USD|Classical|True|
track|song|7420827|1440749051|1440750545|Ludovico Einaudi|Islands - Essential Einaudi|Ancora|Islands - Essential Einaudi|Ancora|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/ancora/1440749051?i=1440750545&uo=4|https://music.apple.com/us/album/ancora/1440749051?i=1440750545&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/79/6c/b5/796cb5ee-30c5-7ff6-4a85-3219b9c0d0f4/mzaf_9925788440984752142.plus.aac.p.m4a|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/30x30bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/60x60bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/100x100bb.jpg|11.99|-1.0|2004-09-06T12:00:00Z|notExplicit|notExplicit|1|1|27|22|729467|USA|USD|Classical|True|
track|song|7420827|1559739125|1559739405|Ludovico Einaudi & Czech National Symphony Orchestra|Cinema|Love Is A Mystery|Cinema|Love Is A Mystery||Ludovico Einaudi|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/love-is-a-mystery/1559739125?i=1559739405&uo=4|https://music.apple.com/us/album/love-is-a-mystery/1559739125?i=1559739405&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/fe/d2/c5/fed2c5af-f35e-33e8-8d9a-02d417fc1765/mzaf_1942787052506074472.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/100x100bb.jpg|16.99|1.29|2011-01-01T12:00:00Z|notExplicit|notExplicit|1|1|28|4|184320|USA|USD|Classical|True|
track|song|7420827|1440762051|1440762221|Ludovico Einaudi|Una Mattina|Dolce Droga|Una Mattina|Dolce Droga|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/dolce-droga/1440762051?i=1440762221&uo=4|https://music.apple.com/us/album/dolce-droga/1440762051?i=1440762221&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/8a/07/7c/8a077cbc-a719-8af4-5b17-ff8c58663f74/mzaf_6550514965049988527.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ea/44/86/ea448600-257f-670f-7f06-332e02b42abc/06UMGIM59381.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ea/44/86/ea448600-257f-670f-7f06-332e02b42abc/06UMGIM59381.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ea/44/86/ea448600-257f-670f-7f06-332e02b42abc/06UMGIM59381.rgb.jpg/100x100bb.jpg|11.99|1.29|2004-01-01T12:00:00Z|notExplicit|notExplicit|1|1|13|6|217627|USA|USD|Classical|True|
track|song|7420827|1589791548|1589791553|Ludovico Einaudi|Underwater (Video Edition)|Flora|Underwater (Video Edition)|Flora|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/flora/1589791548?i=1589791553&uo=4|https://music.apple.com/us/album/flora/1589791548?i=1589791553&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/7e/77/a6/7e77a639-1a31-3d22-75fb-5e8f9d1c059f/mzaf_12473412286611150340.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/100x100bb.jpg|11.99|1.29|2022-01-21T12:00:00Z|notExplicit|notExplicit|1|1|12|4|341038|USA|USD|Classical Crossover|True|
track|song|7420827|1458865831|1458865847|Ludovico Einaudi, Federico Mecozzi & Redi Hasa|Seven Days Walking: Day 5|Day 5: Gravity Var. 1|Seven Days Walking: Day 5|Day 5: Gravity Var. 1||Ludovico Einaudi|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/day-5-gravity-var-1/1458865831?i=1458865847&uo=4|https://music.apple.com/us/album/day-5-gravity-var-1/1458865831?i=1458865847&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/c1/ef/3b/c1ef3b8b-fcda-25b0-db2d-3aad658828ac/mzaf_13213975514631155516.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/100x100bb.jpg|||2019-07-19T12:00:00Z|notExplicit|notExplicit|1|1|11|3|382980|USA|USD|Classical|True|
